title,stars,mainTag,subTag,text,BodyRightText
푸근한곰아저씨,,#서귀포 #남원 #책방,#독립서점 #소품 #잡화,"육지에서 생활을 하다가 제주에 반해 내려온 책방지기는 ‘마음이 시키는 일만 하기로 했다’라는 책을 직접 쓰기도 했다. 또, 80년대 국민학교 콘셉트로 ‘모카국민학교’라는 원데이 클래스를 열고, 함께 그림을 그리거나 글을 짓고, 밥을 먹는 등 어른을 위한 체험 프로그램을 진행하니 관심이 있다면 책방 웹사이트를 참고할 것. 인근에 사진 명소와 아름다운 풍경으로 유명한 남원큰엉해안경승지가 있어 함께 방문할 만하다. 올레4코스에 서 있는 쉼표 같은 책방 푸근한곰아저씨는 짙푸른 바다의 풍경을 만끽할 수 있는 올레4코스에 있는 아담한 독립서점이다. 이곳은 개나리처럼 샛노란 색으로 건물을 칠해 멀리서도 눈에 띈다. 제주 특유의 돌담 위에는 귀여운 피규어와 소품, 뿔소라 등이 놓여 있어 아기자기한 느낌을 자아낸다. 책방 1층의 카페는 한 유명 커피 회사의 광고지로 나와 유명해진 <모카다방>으로 책방 주인이 함께 운영해 같이 둘러보는 것도 괜찮은 방법이다. 카페를 지나 2층 책방으로 올라가, 신발을 벗고 입장해야 한다. 책방의 규모가 크지 않지만, 책방 주인 ‘곰아저씨’가 세심히 고른 소품과 잡화류, 책들이 잘 전시돼 있어 구경하는 재미가 쏠쏠하다. 가족 단위 여행객이 자주 방문하는 곳으로 어린이가 좋아하는 책, 여행하며 읽기 좋은 책, 잡지 등 다양한 장르의 책이 큐레이션 돼 있다.","소개-올레4코스에 서 있는 쉼표 같은 책방, 이용 시간-평일 : 11:00 ~ 17:00 , 주말 : 11:00 ~ 17:00"
책약방,,#혼자 #친구 #휴식/힐링,#책방 #서점 #쇼핑 #관광기념품 #상점/상가,"사고 싶은 책이 생길 경우 주인에게 연락하거나 계좌로 책값을 입금하면 된다. 그냥 잠시 시간을 보내며 책을 읽어도 좋은 공간. 그림책을 통해 많은 위로를 받은 책방지기가 20년 동안 모은 그림책 중 좋은 것들을 나누고 싶다는 생각에서 시작한 책방으로 약 대신 책으로 치유하길 바라는 마음에서 책약방이라고 지었다. 무인으로 운영되는 그림 책방으로 마을 안에 있어 오가는 초등학생, 마을 사람들이나 여행객들이 쉽게 발걸음을 딛을 수 있는 곳이다.",소개-사람 대신 책이 지키는 책방
썬라이즈호텔,,#호텔 #숙소 #수영장,#산책로 #조식 #해변 #주차장 #공공와이파이존 #관광호텔 #가족호텔,"썬라이즈 호텔은 중문관광단지에 가까운 거리에 자리하고 있어 여미지 식물원, 천제연 폭포, 별내린 천문대 등을 쉽게 갈 수 있다.
청정 제주의 아름다운 자연과 함께 휴식이 가능하며 중문관광단지, 서귀포시 등 주변 관광지로의 이동이 편리하다.","소개-중문관광단지에 위치한 강렬한 태양을 담은 포근한 숙소, 상세 정보-밤 10시 이후 도착 시 사전 연락 필수, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
해호텔,,#호텔 #숙소 #주차장,#엘리베이터 #물품보관서비스 #해안도로 #공항 #관광호텔,"늘 편안한 휴식처가 되어 드리기 위해 항상 청결하게 유지하고 전 객실 내에 무선인터넷(WIFI)을 설치하여
객실에서 노트북, 태블릿PC, 스마트폰 등을 이용하여 자유롭게 무선인터넷을 빠르게 이용할 수 있습니다.","소개-공항에서 5분, 제주항에서 10분인 거리에 있으며, 주변관광지인 용담해안도로가 있어 시원한 바다풍경을 보기에 좋은 호텔, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
쥬데마르카,,#제주시내 #소품샵 #의류,#잡화 #문구류,"작고 아담한 규모의 가게로 둘러보는 데 금방이다. 주로 가게 사장님이 직접 디자인한 패턴을 이용해 자체 제작한 상품을 판매 중이다. 매장을 채운 상품으로는, 여성 의류, 액세서리, 도자기, 포스터, 엽서 등의 다양한 종류가 있다. 다른 곳에서는 구매할 수 없는 제품이 많아 선물하기에도 좋다. 또, 비교적 가격대가 저렴한 편인 이곳만의 파우치는 노루, 귤, 동백, 유채, 왕벚꽃 등의 제주도를 대표하는 상징을 담아내 인기가 좋은 편. 혹시 망설이다 구매하지 못했다면, 쥬데마르카는 오프라인 샵도 운영 중이므로 아쉬워하지 않아도 괜찮다. 평소 유니크함을 추구하는 여행객에게 딱 맞는 곳이니 방문해 보길 추천한다. 쥬데마르카는 제주 시내에 위치한 패션 잡화점이다. 한적한 주택가 사이에 자리잡고 있는 이곳은 멀리서 봤을 때도 밝은 레몬색으로 외관을 칠해 눈에 띈다. 파스텔 톤의 노랑과 라벤더색로 포인트를 주고 있어 산뜻한 느낌을 준다. 가게에 들어서면 화려한 플라워 패턴으로 꾸며진 내부 인테리어에 마치 까페에 들어선 듯하다.","소개-자체 제작 상품을 선보이는 소품샵, 상세 정보-매주 일요일, 월요일 정기휴무, 이용 시간-평일 : 13:00 ~ 18:30 , 주말 : 13:00 ~ 18:30"
뉴아일랜드민박,,#추자민박 #추자신앙 #추자마당,#숙소 #민박 #농어촌민박 #교통 #낚시 #산책로,신앙항 뷰가 아름다운 곳,"소개-신앙항뷰가 아름다운 곳 넓은마당 보유, 숙박 업종-펜션/민박, 등급-없음, 룸개수-10, 애완동물동반허용여부-동반불가능, 조식제공 여부-유료제공, 금연여부-흡연구역제공, 부대시설-세탁서비스, 이용 시간-Checkin : ~ Checkout :, Late체크인여부-가능, 장애인전용객실여부-없음, 셔틀버스 운행 여부-운행, 편의시설-공용주차장,화장실,흡연구역,음료대, 장애인 활동 보조 필요성-아주 어려움"
밀물민박,,#추자슈퍼 #추자민박 #추자도,#숙소 #민박 #농어촌민박 #공공와이파이존 #힐링,시원한 바다뷰가 보이는 민박 슈퍼와 같이 운영하는 곳,"소개-바다뷰가 보이는 민박, 숙박 업종-펜션/민박, 등급-없음, 룸개수-1, 애완동물동반허용여부-동반불가능, 조식제공 여부-유료제공, 금연여부-전체금연, 부대시설-세탁서비스,인터넷, 이용 시간-Checkin : ~ Checkout :, Late체크인여부-가능, 장애인전용객실여부-없음, 셔틀버스 운행 여부-운행, 편의시설-화장실,무료 WIFI, 장애인 활동 보조 필요성-아주 어려움"
제주 해피펜션,,#펜션 #휴식 #숙소,#휴양펜션 #주차장 #포장판매 #공공와이파이존 #독채 #스파 #단체여행객 #온돌방 #가족 #풀빌라 #해수욕장 #바비큐 #해변 #제주시권,"해피펜션은 올레길 17코스 해안도로를 따라 위치해있다.
제주의 아름다운 푸른바다와 도심속에 지친 일상생활에서 벗어나 힐링의 휴식공간이다.","소개-해피펜션은 올레길 17코스 해안도로를 따라 위치해있다., 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,카드결제,무료 WIFI"
아트살롱,,#서귀포 #대정 #소품샵,#에코백 #잡화 #쇼핑,"아트살롱 제주는 한적한 마을 안성리 마을에 자리 잡은 편집숍 겸 문화공간이다. 트렌드 문화공간을 표방하는 이곳은, 경기도 광주를 1호점으로 시작해 부산, 이태원 등 다양한 곳에 지점을 냈다. 인근에 유명 관광지가 없어 사람이 붐비지 않는 곳이다. 여유롭고 한적한 길에 노랗게 칠한 매장이 눈길을 끈다. 가게 외벽에 아트살롱을 뜻하는 알파벳 a가 쓰여 있다. 가게 앞에 마련된 전용 주차장이 있어 주차도 편리하다. 자사 브랜드 중 하나인 에코백도 인기가 많은 편. 유명 연예인 지드래곤이 타고 다녀 유명해진 전기 바이크 구입도 가능하다. 모든 의류는 미리 착용해볼 수 있으며, 티셔츠 경우 특정 브랜드를 제외하고 대부분 남녀공용이라 성별과 상관없이 쇼핑을 즐기기에 좋다. 참고로 전시는 시즌마다 그림이나 사진 등 여러 형태의 기획전으로 이루어진다. 세련된 감성과 트렌디한 아이템을 찾고 싶을 때 방문할 만한 곳이다. 오프라인 쇼룸과 셀렉트샵, 갤러리, 라이브러리등을 컨셉에 맞게게 운영하고 있다. 매장의 규모는 크지 않은 편으로, 금세 둘러볼 수 있다. 특히 이곳은, 트렌디한 브랜드가 다수 입점되어 있어 많은 젊은사람들이 찾는 곳이다. 매장 중간에 자리잡고 있는 감귤모자는 일반 감성소품샵에서 판매하는 감귤모자가 아닌 스포츠 아웃도어 브랜드 볼컴과 협업하여 만든 제품으로 다른곳에서는 보기 힘든 제품이다. 매장 내의 의상은 착용해 볼 수 있으며 다양한 소품들과 함께 사진을 남겨볼 수 도 있다.","소개-트렌디한 아이템은 모두 모인 편집숍, 상세 정보-비정기휴무 매장 SNS 확인, 이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00"
아일랜드펜션,,#휴식 #숙소 #펜션,#휴양펜션 #바비큐 #단체여행객 #힐링쉼터,"제주성산일출봉에 위치한 커플, 가족 펜션이다.
애견 동반 입실이 가능하며, 커플은 물론 가족단위로 머물기에도 적당하다.
일출봉, 우도, 비자림, 섭지코지 등의 인기 관광지와 가까운 거리에 있어 이동하기 편리하다.","소개-성산일출봉 인근에 위치한 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
김선장네 민박,,#추자포토존 #추자숙소 #추자도,#숙소 #포토스팟 #민박 #농어촌민박 #공공와이파이존 #교통,알록달록한 매력이 있는 민박이다,"소개-이쁜 색으로 알록달록한 민박, 숙박 업종-펜션/민박, 등급-없음, 룸개수-9, 애완동물동반허용여부-동반불가능, 조식제공 여부-없음, 금연여부-전체금연, 부대시설-세탁서비스, 이용 시간-Checkin : ~ Checkout :, Late체크인여부-가능, 장애인전용객실여부-없음, 셔틀버스 운행 여부-운행, 편의시설-화장실,무료 WIFI, 장애인 활동 보조 필요성-아주 어려움"
서귀양품점,,#서귀포 #중문 #캔들,#방향제 #기념품 #쇼핑,"서귀양품점은 중문색달해수욕장 가까이에있는 소품샵이다. 인기 관광지들과 가까운 거리에 위치하지만, 주민들의 거주지 근처에 자리하여 조용하다. 한라산을 상징하는 가게의 로고가 외벽에 걸려 있어 눈에 띈다. 크지 않은 규모의 1층 매장이며 규모는 크지 않지만 구경할 거리가 다양하게 준비돼 있다. 생활소품부터 여행 기념품, 디자인 제품까지 여러 제품을 판매한다. 쓰임새나 브랜드 별로 심플하게 진열돼 있어 편안하게 둘러봐도 좋다. 서귀양품점 매장안에 들어서면 좋은 향기들이 코를 간질인다. 대표제품인 캔들과 방향제의 향들이 어우러져 매장 내에 특유의 향이 가득하다. 여행객에게 수제비누 역시 인기가 많은 편이다. 보석처럼 반짝이는 재료를 쓴다거나, 향이 독특해 기억에 오래 남는다. 가장 인기 있는 제품은 사쉐방향제이며 여러 가지 향을 직접 맡아 본 후 구매가 가능하다. 시나몬 스틱들과 함께 굳어져 특이한 모습을 하고 있는 시나몬 캔들도 눈에 띈다. 이외에도 다양한 모양의 캔들과 방향제도 판매중이며 제주를 표현한 감성기념품들도 판매한다. 모두 부담스럽지 않은 가격으로 소소한 행복을 누리거나 선물을 하기에도 좋다.","소개-향기로운 캔들의 향으로 가득한 소품샵, 이용 시간-평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00"
탑팰리스호텔,,#호텔 #숙소 #공공와이파이존,#양식레스토랑 #주차장 #무장애관광,"공항과는 10분거리에 있으며, 탑통해변에 위치해 주변에 대형마트를 포함한 쇼핑, 먹거리, 즐길거리 등이 다양하며
동문시장, 해변공연장, 산지천, 사라봉, 관덕정등이 근처에 있어 둘러보기 편하다.","소개-탑동에 위치, 에메랄드빛 바다가 내려다 보이는 호텔, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-아주 어려움"
코업시티호텔성산,,#숙소 #공공와이파이존 #주차장,#호텔 #안전여행스탬프,코업시티호텔성산은 유네스코 세계자연유산인 성산일출봉과 제주 오름들을 바라볼 수 있는 호텔이다.,"소개-성산일출봉과 오름을 조망할 수 있는 호텔, 숙박 업종-호텔, 이용 시간-Checkin : ~ Checkout :"
해변여행,,#펜션 #숙소 #휴양펜션,#민박 #농어촌민박 #고향민박 #힐링 #식당 #바비큐 #카페 #낚시 #자연경관,"침구도 매일 새것으로 교체하며, 베개커버를 직접 씌어 사용하여야 한다.
수건이 더 필요한 경우 문의를 할 경우 얼마든지 더 이용 가능하다.

객실은 2,3층이 모두 객실이며 2층에는 3개, 3층에는 4개의 객실이 존재한다.
옥상에는 정원이 있으며 한라산과 바다를 동시에 바라보며 바비큐를 즐기거나 앉아서 휴식을 취할 수도 있다.

이용시간은 오전에는 9시부터 11시이며, 오후에는 7시부터 9시까지이다.
펜션 바로 앞에는 잔디공원과 정자가 있으며, 빨간 등대 주변이 모두 낚시를 즐기기 좋다. 넓은 펜션에서의 편안한 휴식

해변여행펜션은 제주시에 있으며
제주 한라병원, 신라면세점과 가까우며 주차장 또한 마련되어있다.

1층에는 횟집이 있어 숙박과 함께 식사가 가능하다.
바비큐 시설이 준비되어있으며, 내부에는 평면 TV, 냉장고, 슬리퍼와 기본적인 세면도구가 마련되어 있다.
미니 북까페도 마련되어있는데 커피와 녹차가 셀프로 이용 가능하며 책과 노트북도 준비되어있다.","소개-깔끔한 인테리어의 준비된 펜션, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실,무료 WIFI, 장애인 활동 보조 필요성-아주 어려움"
조은민박,,#한지그림 #추자민박 #추자도,#숙소 #민박 #농어촌민박 #공공와이파이존 #교통,마루 한지그림 작품이 비치되어 있으며 한정식 조식과 세탁서비스 이용 가능하다,"소개-한지그림 작품이 걸려있는 민박, 숙박 업종-펜션/민박, 등급-없음, 룸개수-6, 애완동물동반허용여부-동반불가능, 조식제공 여부-유료제공, 금연여부-전체금연, 이용 시간-Checkin : ~ Checkout :, Late체크인여부-가능, 장애인전용객실여부-없음, 셔틀버스 운행 여부-운행, 편의시설-화장실,무료 WIFI,흡연구역,편의점"
