title,category,introduction,address,roadaddress,latitude,longitude,phoneno,imgpath,tag,contentsid
이후북스,쇼핑,여러 주제를 담은 독립출판물을 만나볼 수 있는 곳,제주특별자치도 제주시 삼도이동 964-2,제주특별자치도 제주시 관덕로4길 3,33.5126109,126.5212526,010-3022-8520,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/c65dfe0d-e136-44c1-9af6-4f081066b44f.jpg,"서점, 중앙로, 제주시내, 독립출판, 책방",CNTS_200000000014971
비스타리조트,숙박,통유리로 바라보는 제주 바다,제주특별자치도 제주시 이호1동 363,제주특별자치도 제주시 서해안로 74,33.503098,126.45762,010-7108-6631,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b91a3d4a-a8f7-4e47-bb3c-9772ab2b1a82.jpg,"리조트,숙소,휴양콘도,자연경관,해변,공항,주차장,조식,카페, 리조트,숙소,휴양콘도,자연경관,해변,공항,주차장,조식,카페,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021040
여래게스트하우스,숙박,조용하고 소박한 게스트하우스,제주특별자치도 제주시 구좌읍 세화리 1382-1,제주특별자치도 제주시 구좌읍 세화7길 31-2,33.523663,126.86099,010-2778-4449,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/565227f8-7f21-4b66-a463-7d48ebbbc788.jpg,"휴식,숙소,게스트하우스,주차장,공공와이파이존,가족호텔,조식 포함,공용주차장,화장실,무료 WIFI,아주 어려움, 휴식,숙소,게스트하우스,주차장,공공와이파이존,가족호텔,조식 포함",CNTS_000000000021141
강남하우스펜션,숙박,낭만과 추억이 가득한 아름다운 펜션,제주특별자치도 서귀포시 대정읍 상모리 133-1,제주특별자치도 서귀포시 대정읍 형제해안로 316,33.207195,126.29035,010-2886-3527,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2b265e42-f08c-44e6-b5db-8193806ab0d6.jpg,"휴식,숙소,휴양펜션,펜션,서귀포,바비큐,가족,자연경관,농어촌민박",CNTS_000000000019349
달콤한소금만들기,숙박,산방산과 용머리해안이 가까운 목조 주택,제주특별자치도 서귀포시 안덕면 사계리 1545-1,제주특별자치도 서귀포시 안덕면 사계로 100,33.2393511,126.2999471,010-2875-8250,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/26e27b9b-e92c-453f-8f9e-e6095740d782.jpg,"민박,휴양펜션,펜션,공공와이파이존,해수욕장,바비큐,온돌방,가족,해변,농어촌민박, 민박,휴양펜션,펜션,공공와이파이존,해수욕장,바비큐,온돌방,가족,해변,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500826
베누스무인텔,숙박,베누스무인텔,제주특별자치도 제주시 애월읍 유수암리 1054-2,제주특별자치도 제주시 애월읍 유수암평화5길 92,33.420593,126.4063,0507-1414-8289,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9acefa0b-5f7e-43fc-8d2b-788924c1adcd.jpg,"숙소,모텔,주차장,공공와이파이존, 숙소,모텔,주차장,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000021932
아코하루,쇼핑,도자기로 만든 멋진 소품,제주특별자치도 제주시 도련일동 1731-13,제주특별자치도 제주시 매촌2길 80,33.5096625,126.5904168,064-784-5220,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fbb10d10-02cb-44e0-99db-9a77ceb3467e.jpg,"쇼핑,공방,기념품,공용주차장,현금결제,카드결제,무료 WIFI,편의점, 쇼핑,공방,기념품,관광기념품,상점/상가",CNTS_000000000021301
달자펜션,숙박,바다 위를 달리는 자전거,제주특별자치도 제주시 애월읍 구엄리 545,제주특별자치도 제주시 애월읍 애월해안로 738,33.483532,126.379944,070-4202-8560,https://api.cdn.visitjeju.net/photomng/imgpath/201912/17/9fb7e115-9c85-42fc-9b09-69313bf5e170.jpg,"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,스파,공용주차장,무료 WIFI,아주 어려움, 휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,스파",CNTS_000000000020466
봉골레 하우스 민박,숙박,정망 좋은 2층 마당이 있는 곳,제주특별자치도 제주시 추자면 영흥리 361,제주특별자치도 제주시 추자면 추자로 94-1 2층,33.9567036,126.2969646,010-8662-2332,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/acb8f13a-5fb8-44d3-9a6b-90097669bcc2.JPG,"추자바비큐장, 추자낚시대여,추자바비큐장,추자도,숙소,민박,농어촌민박,주차장,단체여행객,안전인증민박,착한가격업소, 추자낚시대여, 추자도,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,바베큐장,세탁서비스,없음,운행",CNTS_200000000009078
엘쯔타운 독채펜션,숙박,숲에 둘러싸인 신축펜션,제주특별자치도 제주시 애월읍 유수암리 892-2,제주특별자치도 제주시 애월읍 유수암평화길 136,33.409441,126.4118394,-747-9300,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d013cee0-4b31-42d2-98cd-c7f43e0e6fcc.jpg,"펜션,숙소,휴양펜션,공공와이파이존,독채,단체여행객,문화관광",CNTS_000000000022550
루하우스,숙박,올레길 4코스에 위치한 독채 돌집,제주특별자치도 서귀포시 표선면 표선리 2390-5,제주특별자치도 서귀포시 표선면 민속해안로119번길 8,33.307262,126.81284,010-6609-8906,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1ffc2c50-f6dd-4f89-a14a-0cb2461a4000.jpg,"민박,숙소,펜션,휴양펜션,주차장,공공와이파이존,어린이놀이방,무장애관광,농어촌민박, 민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 전용 주차장,어려움",CONT_000000000500860
아리스토캣펜션,숙박,일몰과 야경이 인상적인 해안도로의 휴식처,제주특별자치도 제주시 용담3동 2289,제주특별자치도 제주시 서해안로 518,33.51983,126.49447,064-711-9780,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/74e8d478-2ddd-4b78-aba7-4765e0002945.jpg,"펜션,숙소,휴양펜션,자연경관,해변,농어촌민박,민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움, 펜션,숙소,휴양펜션,자연경관,해변,농어촌민박,민박",CNTS_000000000018259
유탑유블레스호텔,숙박,함덕해수욕장 부근에 위치한 호텔,제주특별자치도 제주시 조천읍 함덕리 1269-9,제주특별자치도 제주시 조천읍 조함해안로 502,33.542328,126.66617,064-780-9311,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/58aaa18c-10b4-4f5a-b0fe-76d09125e9f4.jpg,"호텔,숙소,공공와이파이존,양식레스토랑,주차장,환전,안전여행스탬프,무장애관광, 호텔,숙소,공공와이파이존,양식레스토랑,주차장,환전,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,수동 휠체어 대여 가능,장애인 전용 객실,어려움",CNTS_000000000022797
마르지엄,쇼핑,유니크한 소품과 풍경화를 만나는 공간,제주특별자치도 서귀포시 남원읍 태흥리 1231-1,제주특별자치도 서귀포시 남원읍 남태해안로 285-11,33.2828962,126.7326726,010-2188-1957,https://api.cdn.visitjeju.net/photomng/imgpath/202306/13/eeed3bbb-a449-4f60-8fbe-39a669128387.jpg,"도자기, 남원, 소품샵, 서귀포, 화분, 갤러리",CNTS_200000000015068
하늘조각휴양펜션,숙박,"자연, 조형미가 함께하는 편안함과 휴식, 그리고 즐거움을 위한 모든 것이 마련된 곳입니다. 그 어디에서도 없었던 특별한 시간 하늘정원에서 경험해 보시기 바랍니다.",제주특별자치도 서귀포시 안덕면 사계리 2880-1,제주특별자치도 서귀포시 안덕면 사계북로 75,33.235546,126.2959547,064-792-6161,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5cae7e17-e0f1-49e0-90ba-7e3ecd3b9e28.jpg,"펜션,숙소,휴양펜션,바비큐,공공와이파이존,가족,온돌방,정자,체험,마을산책,해변,해수욕장,수상레저,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움, 펜션,숙소,휴양펜션,바비큐,공공와이파이존,가족,온돌방,정자,체험,마을산책,해변,해수욕장,수상레저,자연경관",CNTS_000000000018686
선셋봉고,쇼핑,흔치 않아 매력적인 평대리 빈티지숍,제주특별자치도 제주시 구좌읍 평대리 2033-4,제주특별자치도 제주시 구좌읍 대수길 28,33.5368865,126.8377244,010-2759-2026,https://api.cdn.visitjeju.net/photomng/imgpath/202306/30/311e35dd-b1f0-4971-8a0d-cb055b3abd0d.jpg,"잡화, 구좌읍, 의류, 빈티지, 소품샵, 평대리",CNTS_300000000015998
탐라누리,숙박,서귀포시 성산읍 수산 자연생태마을에 위치한 민박집,제주특별자치도 서귀포시 성산읍 수산리 2411-1,제주특별자치도 서귀포시 성산읍 금백조로 68,33.4398313,126.8658054,064-784-2411,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2e5a9302-54f2-4398-b26d-5afd530aad8a.jpg,"휴식,숙소,민박,휴양펜션,펜션,마을관광,주차장,힐링쉼터, 휴식 ,공용주차장,현금결제,화장실",CNTS_000000000019731
노을과원담,숙박,노을이 멋진 신창풍차해안도로와 가까운 아담한 민박,제주특별자치도 제주시 한경면 용수리 3934,제주특별자치도 제주시 한경면 한경해안로 282,33.3318117,126.1662152,070-4205-1892,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e59440fc-4d15-4950-90da-1f02ac4623b7.jpg,"민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움, 민박,숙소,휴양펜션,펜션,가족,단체여행객,주방기구,주차장,바비큐",CNTS_000000000018828
제주의시간은느리다,숙박,천천히가는 제주의 시간,제주특별자치도 제주시 구좌읍 상도리 631,제주특별자치도 제주시 구좌읍 상도로 30-4,33.511997,126.864235,010-5023-0350,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ede33b43-2f7d-4d7a-971b-72657b349792.jpg,"숙소,민박,농어촌민박,조식,주차장,돌담길,카페,게스트하우스, 숙소,민박,농어촌민박,조식,주차장,돌담길,카페,게스트하우스,공용주차장,화장실,무료 WIFI",CNTS_000000000021469
제주오다,숙박,바다를 가득 채우는 객실창이 있는 레지던스 호텔형 펜션,제주특별자치도 제주시 용담삼동 2396,제주특별자치도 제주시 서해안로 452,33.51774,126.4878545,010-7382-4006,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/aada02a2-aea1-45f3-9ba5-5bcc13b856c1.jpg,"펜션,숙소,휴양펜션,자연경관,해변,공항,해수욕장,공공와이파이존,체험,가족,단체여행객,해안도로,어린이놀이터,무장애관광, 펜션,숙소,휴양펜션,자연경관,해변,공항,해수욕장,공공와이파이존,체험,가족,단체여행객,해안도로,어린이놀이터,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음",CNTS_000000000018119
갤러리민박,숙박,"마당이 아름다운 독채민박
직접 가꾸신 이쁜 마당을 가지고 있는 독채팬션이며 애완동물 동반이 가능하다",제주특별자치도 제주시 추자면 신양리 648-4,제주특별자치도 제주시 추자면 신양서길 42-2,33.9354341,126.3227638,010-8543-7449,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/41f65b9b-3a86-467d-ac7b-32fc3ef468a0.JPG,"마당이쁜곳,추자도,숙소,민박,농어촌민박,자연경관, 마당이쁜곳,추자도,숙소,민박,농어촌민박,자연경관,공용주차장,화장실,무료 WIFI,흡연구역,현금결제,아주 어려움,없음,동반가능,없음,흡연구역제공,바베큐장,없음,운행",CNTS_200000000009107
이레민박,숙박,돈대산 바로 밑 독채식 민박,제주특별자치도 제주시 추자면 신양리 538,제주특별자치도 제주시 추자면 신양1길 22-9,33.9354341,126.3227638,010-4657-1461,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/ca9c2fcc-8a0c-491c-8bb5-7d0d2eeb1f9f.JPG,"추자민박,추자독채,추자도,숙소,민박,농어촌민박,공공와이파이존,주차장,교통, 추자민박,추자독채,추자도,공용주차장,화장실,무료 WIFI,흡연구역,음료대,카드결제,현금결제,어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,바베큐장,없음,운행",CNTS_200000000009105
바다향기펜션,숙박,검은모래해수욕장 앞에 위치해 있는 조용한 펜션,제주특별자치도 제주시 삼양일동 1599-1,제주특별자치도 제주시 서흘길 24,33.5275634,126.5889207,064-756-3412,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/83f59038-cf64-48f6-b3ad-71c232a4f8cd.jpg,"숙소,펜션,휴양펜션,해수욕장,수상레저,해변,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움, 숙소,펜션,휴양펜션,해수욕장,수상레저,해변,농어촌민박",CNTS_000000000019252
풍년상회,쇼핑,화려하지 않은 외관에 수수한 매력이 있는 소품가게이다.,제주특별자치도 제주시 조천읍 조천리 2229-15,제주특별자치도 제주시 조천읍 신북로 220,33.5356003,126.6365084,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/201807/19/75d5de62-3a60-4a54-86c0-bc1cea48d067.JPG,"쇼핑,기념품,관광기념품,상점/상가, 쇼핑,기념품",CNTS_200000000007257
포유펜션,숙박,남원에 위치한 감귤과수원 및 연못이 있는 펜션,제주특별자치도 서귀포시 남원읍 남원리 398-2,제주특별자치도 서귀포시 남원읍 서의로 40-6,33.2959968,126.7109459,064-764-2777,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e426ee85-4e4a-4bab-8da6-1c0de21ad660.jpg,"펜션,숙소,휴양펜션,바비큐,체험,공공와이파이존,단체여행객,가족,해수욕장,물품보관서비스,주차장, 펜션,숙소,휴양펜션,바비큐,체험,공공와이파이존,단체여행객,가족,해수욕장,물품보관서비스,주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019111
노을담은뜨락,숙박,환상적인 제주바다의 전망을 한눈에 담을 수 있는곳.,제주특별자치도 서귀포시 대정읍 무릉리 3878-9,제주특별자치도 서귀포시 대정읍 노을해안로 416,33.270264,126.2004199,010-5258-4993,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/90ff3ca8-d7be-4a96-854e-a620edad4bbd.jpg,"펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족,농어촌민박, 펜션,휴양펜션,자연경관,해변,해안도로,해수욕장,스파,공공와이파이존,바비큐,가족,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,아주 어려움",CONT_000000000500817
비아제주Stay,숙박,"비아 cafe&stay는 공항에서 버스로 15분, 차로 10~15분 거리에 위치 해 있습니다.",제주특별자치도 제주시 연동 290-36,제주특별자치도 제주시 삼무로9길 11,33.492687,126.49494,064-713-3911,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4774c6e1-3e79-45b6-9b4b-64e9e774640c.jpg,"숙소,민박,주차장,공공와이파이존,힐링,주택(주거)지역,현금결제,무료 WIFI, 숙소,민박,주차장,공공와이파이존,힐링,주택(주거)지역",CNTS_000000000022119
뚜띠콜로리 뮤제오,쇼핑,제주의 색을 담은 라이프스타일 소품샵,제주특별자치도 제주시 애월읍 장전리 324-7,제주특별자치도 제주시 애월읍 장전로 109-12,33.4519201,126.3898006,0507-1398-5009,https://api.cdn.visitjeju.net/photomng/imgpath/202306/30/ad7a8e82-41d8-4c23-97c7-3144936c69a2.jpg,"잡화, 장전리, 애월, 소품샵, 문구류",CNTS_300000000015992
